年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2013/04,3052,夆典,8176431,6428915,1747516,--,--,1747516,504017,--,1243499,7858,1251357,-9354,1260711,--,--,1260711,4522,--,1265233,1252948,--,7763,1257470,--,7763,7.00
2013/04,3054,立萬利,2443691,2050802,392889,--,--,392889,166115,--,226774,108395,335169,45394,289775,--,--,289775,80444,--,370219,289775,--,--,370219,--,--,2.89
2013/04,3055,蔚華科技,2785793,2298535,487258,--,--,487258,560703,--,-73445,-452082,-525527,-11908,-513619,--,--,-513619,14169,--,-499450,-503364,--,-10255,-489195,--,-10255,-3.87
2013/04,3056,總太地產,3879195,2235092,1644103,--,--,1644103,296302,--,1347801,77626,1425427,105900,1319527,--,--,1319527,1002,--,1320529,1319527,--,--,1320529,--,--,9.27
2013/04,3057,喬鼎資訊,3616534,2090824,1525710,--,--,1525710,1155831,--,369879,8155,378034,46747,331287,--,--,331287,22419,--,353706,330516,--,771,351748,--,1958,2.22
2013/04,3058,立德電子,6184466,5179385,1005081,--,--,1005081,848053,--,157028,-5938,151090,28515,122575,--,--,122575,113229,--,235804,122572,--,3,235812,--,-8,0.73
2013/04,3059,華晶科技,19165825,18006989,1158836,--,--,1158836,1222676,--,-63840,-303661,-367501,-36986,-330515,--,--,-330515,368703,--,38188,-332012,--,1497,36691,--,1497,-0.88
2013/04,3060,銘異,6576544,5402168,1174376,--,--,1174376,660872,--,513504,213902,727406,200087,527319,--,--,527319,-105203,--,422116,516107,--,11212,439917,--,-17801,3.00
2013/04,3062,建漢科技,12910859,12095093,815766,--,--,815766,684358,--,131408,90612,222020,63844,158176,--,--,158176,37342,--,195518,158176,--,--,195518,--,--,0.49
2013/04,3090,日電貿,6377856,5541392,836464,--,--,836464,622839,--,213625,173389,387014,54479,332535,--,--,332535,1101,--,333636,320425,--,12110,319693,--,13943,2.52
2013/04,3094,聯傑國際,350236,104919,245317,--,--,245317,182136,--,63181,23238,86419,14483,71936,--,--,71936,7492,--,79428,71943,--,-7,79435,--,-7,0.87
2013/04,3130,一零四,2197961,1123542,1074419,--,--,1074419,790204,--,284215,8236,292451,48133,244318,--,--,244318,8085,--,252403,241423,--,2895,249378,--,3025,7.46
2013/04,3149,正達國際,9978690,9914062,64628,--,--,64628,1302714,--,-1238086,-4167,-1242253,47739,-1289992,--,--,-1289992,193110,--,-1096882,-1265534,--,-24458,-1076109,--,-20773,-4.74
2013/04,3164,景岳生技,308937,94904,214033,--,--,214033,157132,--,56901,-20044,36857,5966,30891,--,--,30891,-24770,--,6121,30891,--,0,6121,--,0,0.51
2013/04,3167,大量科技,2196249,1545496,650753,--,--,650753,503929,--,146824,33070,179894,14825,165069,--,--,165069,30795,--,195864,162830,--,2239,193625,--,2239,2.58
2013/04,3189,景碩科技,23102827,16898393,6204434,--,--,6204434,2769033,--,3435401,227947,3663348,547094,3116254,--,--,3116254,317234,--,3433488,3224093,--,-107839,3420791,--,12697,7.23
2013/04,3209,全科,19210296,18239075,971221,--,--,971221,800588,--,170633,50384,221017,45149,175868,--,--,175868,11523,--,187391,201627,--,-25759,212291,--,-24900,2.07
2013/04,3229,晟鈦,697143,552851,144292,--,--,144292,95989,--,48303,15792,64095,11551,52544,0,--,52544,-8374,--,44170,52544,--,--,44170,--,--,0.69
2013/04,3231,緯創,624009073,593806022,30203051,--,--,30203051,24117125,--,6085926,1829261,7915187,2160459,5754728,--,--,5754728,1134976,--,6889704,5751341,--,3387,6886361,--,3343,2.51
2013/04,3257,虹冠電,734874,330862,404012,--,--,404012,209905,--,194107,16412,210519,1799,208720,--,--,208720,-2089,--,206631,213320,--,-4600,211536,--,-4905,4.85
2013/04,3266,昇陽建設,6606777,4146542,2460235,--,--,2460235,575369,--,1884866,24271,1909137,93064,1816073,--,--,1816073,9249,--,1825322,1806829,--,9244,1815707,--,9615,6.33
2013/04,3296,勝德國際,2552588,2225797,326791,--,--,326791,445630,--,-118839,57282,-61557,2689,-64246,--,--,-64246,66490,--,2244,-64246,--,--,2244,--,--,-0.58
2013/04,3305,昇貿科技,5868269,4988895,879374,--,--,879374,415719,25285,488940,20117,509057,155136,353921,--,--,353921,82347,--,436268,353921,--,--,436268,--,--,3.02
2013/04,3308,聯德電子,1963541,1888006,75535,--,--,75535,252030,--,-176495,50073,-126422,-6863,-119559,--,--,-119559,7096,--,-112463,-119559,--,--,-112463,--,--,-1.20
2013/04,3311,閎暉,6865096,5565502,1299594,--,0,1299594,1101984,--,197610,162241,359851,95284,264567,0,--,264567,215292,--,479859,267738,--,-3171,479303,--,556,1.43
2013/04,3312,弘憶國際,15749786,15117532,632254,--,--,632254,458841,--,173413,7133,180546,43695,136851,--,--,136851,26970,--,163821,106460,--,30391,127837,--,35984,1.17
2013/04,3315,宣昶,8751706,8174820,576886,--,--,576886,528766,--,48120,31636,79756,19140,60616,--,--,60616,46822,--,107438,60616,--,--,107438,--,--,0.86
2013/04,3338,泰碩電子,2801685,2215288,586397,--,--,586397,413322,--,173075,-4529,168546,24893,143653,--,--,143653,27599,--,171252,143653,--,--,171252,--,--,2.34
2013/04,3356,奇偶科技,2257972,1016519,1241453,--,--,1241453,584703,--,656750,44485,701235,122420,578815,--,--,578815,-256,--,578559,582189,--,-3374,581943,--,-3384,9.15
2013/04,3376,新日興,7767823,5770550,1997273,--,--,1997273,921396,--,1075877,120130,1196007,327832,868175,--,--,868175,205690,--,1073865,873976,--,-5801,1079666,--,-5801,5.00
2013/04,3380,明泰科技,24103755,20393544,3710211,--,0,3710211,2876133,--,834078,130444,964522,185005,779517,--,--,779517,248498,--,1028015,779517,--,0,1028015,--,0,1.60
2013/04,3383,新世紀,3911944,3716248,195696,--,0,195696,622193,--,-426497,-64822,-491319,11035,-502354,--,--,-502354,55097,--,-447257,-449725,--,-52629,-424663,--,-22594,-1.63
2013/04,3406,玉晶光,9592432,8763850,828582,--,--,828582,1409132,--,-580550,145976,-434574,-68070,-366504,--,--,-366504,229427,--,-137077,-363903,--,-2601,-136021,--,-1056,-3.74
2013/04,3413,京鼎,2468753,2145334,323419,--,--,323419,257827,--,65592,70643,136235,11011,125224,-82353,--,42871,414544,--,457415,42871,--,--,457415,--,--,1.64
2013/04,3416,融程電訊,1493149,968055,525094,0,0,525094,288472,--,236622,17423,254045,31939,222106,--,--,222106,3887,--,225993,222155,--,-49,226044,--,-51,4.60
2013/04,3419,譁裕實業,2914867,2440249,474618,0,0,474618,595834,-1213,-122429,1177,-121252,8550,-129802,--,--,-129802,69601,--,-60201,-129802,0,0,-60201,0,0,-1.11
2013/04,3432,台端,1252374,1035784,216590,--,--,216590,286298,--,-69708,4832,-64876,-9788,-55088,--,--,-55088,52263,--,-2825,-55088,--,--,-2825,--,--,-0.84
2013/04,3437,榮創,6558767,5296044,1262723,--,--,1262723,527099,--,735624,17265,752889,65505,687384,--,--,687384,3512,--,690896,687384,--,0,690896,--,0,5.29
2013/04,3443,創意電子,6176741,4576406,1600335,--,--,1600335,1283287,--,317048,31334,348382,59178,289204,--,--,289204,1484,--,290688,289204,0,0,290688,0,0,2.16
2013/04,3450,聯鈞,5559865,4489829,1070036,--,--,1070036,386874,--,683162,-4570,678592,120732,557860,--,--,557860,74561,--,632421,468512,--,89348,514330,--,118091,6.11
2013/04,3454,晶睿,4112916,2260537,1852379,0,0,1852379,1023430,--,828949,40809,869758,155023,714735,--,--,714735,2959,--,717694,724402,--,-9667,727361,--,-9667,10.28
2013/04,3474,華亞科,58992667,37084804,21907863,--,--,21907863,607748,--,21300115,-99877,21200238,0,21200238,--,--,21200238,0,--,21200238,--,--,--,--,--,--,3.66
2013/04,3481,群創光電,422730500,384971385,37759115,--,--,37759115,22409847,--,15349268,-9705915,5643353,548334,5095019,--,--,5095019,2859517,--,7954536,5102568,--,-7549,7953076,--,1460,0.57
2013/04,3494,誠研科技,2063606,1617608,445998,--,--,445998,556081,--,-110083,608,-109475,-6591,-102884,--,--,-102884,44376,--,-58508,-63786,--,-39098,-19410,--,-39098,-0.43
2013/04,3501,維熹科技,5277177,4069428,1207749,--,--,1207749,701880,--,505869,110101,615970,140177,475793,--,--,475793,118770,--,594563,476620,--,-827,595704,--,-1141,4.25
2013/04,3504,揚明光學,5258941,3904401,1354540,--,--,1354540,1071592,--,282948,67854,350802,111864,238938,--,--,238938,115911,--,354849,238938,--,--,354849,--,--,2.09
2013/04,3514,昱晶能源,15097630,14663550,434080,0,2462,436542,707285,0,-270743,-265394,-536137,55047,-591184,--,--,-591184,-21676,--,-612860,-591184,--,--,-612860,--,--,-1.65
2013/04,3515,華擎,10360980,8131567,2229413,--,--,2229413,1074968,--,1154445,112696,1267141,209104,1058037,--,--,1058037,58390,--,1116427,1061415,--,-3378,1119805,--,-3378,9.23
2013/04,3518,柏騰科技,1446741,1082843,363898,--,--,363898,466049,--,-102151,221638,119487,24510,94977,--,--,94977,204130,--,299107,94977,--,0,299107,--,0,1.12
2013/04,3519,綠能,13257889,14795497,-1537608,--,--,-1537608,557317,--,-2094925,-266998,-2361923,25199,-2387122,--,--,-2387122,167960,--,-2219162,-2428169,-3427,44474,-2290004,-3427,74269,-7.26
2013/04,3532,台勝科,9862583,9008810,853773,--,--,853773,282788,--,570985,-17863,553122,239045,314077,--,--,314077,6029,--,320106,--,--,--,--,--,--,0.40
2013/04,3533,嘉澤端子,8061960,5571869,2490091,--,--,2490091,1607197,0,882894,66621,949515,234250,715265,0,--,715265,234515,--,949780,725350,--,-10085,959865,--,-10085,7.76
2013/04,3535,晶彩科,419984,328143,91841,--,--,91841,214411,--,-122570,-8133,-130703,-14613,-116090,--,--,-116090,227,--,-115863,-116090,--,--,-115863,--,--,-1.48
2013/04,3536,誠創科技,1059719,1007673,52046,--,--,52046,216900,--,-164854,34201,-130653,4712,-135365,--,--,-135365,38928,--,-96437,-142096,--,6731,-108964,--,12527,-0.81
2013/04,3545,敦泰,9362444,7884267,1478177,--,--,1478177,1046515,--,431662,10172,441834,78109,363725,--,--,363725,-187,--,363538,--,--,--,--,--,--,2.62
2013/04,3550,聯穎,4171620,3555687,615933,--,--,615933,482327,--,133606,15247,148853,52195,96658,--,--,96658,73644,--,170302,91374,--,5284,160732,--,9570,1.07
2013/04,3557,嘉威光電,1092677,1146318,-53641,--,--,-53641,166165,5789,-214017,-60023,-274040,28265,-302305,--,--,-302305,3775,--,-298530,-283428,--,-18877,-279653,--,-18877,-2.59
2013/04,3559,全智科,1074499,773021,301478,--,--,301478,143204,--,158274,7207,165481,41422,124059,--,--,124059,-485,--,123574,--,--,--,--,--,--,1.05
2013/04,3561,昇陽科,7020681,6644087,376594,--,--,376594,352793,--,23801,-447905,-424104,-54421,-369683,--,--,-369683,359284,--,-10399,-369665,--,-18,-10393,--,-6,-1.18
2013/04,3573,穎台,4510380,4057403,452977,--,--,452977,611852,--,-158875,64345,-94530,600,-95130,--,--,-95130,3593,--,-91537,-95130,--,--,-91537,--,--,-0.65
2013/04,3576,新日光,20084253,18374388,1709865,--,--,1709865,1255997,-139511,314357,185062,499419,-16026,515445,--,--,515445,5724,--,521169,502480,--,12965,508204,--,12965,0.86
2013/04,3579,尚志,13885630,15390879,-1505249,--,--,-1505249,618628,--,-2123877,-284907,-2408784,43052,-2451836,--,--,-2451836,148373,--,-2303463,-644435,-3427,-1803974,-600164,-3427,-1699872,-5.57
2013/04,3583,辛耘,3067640,2084703,982937,--,--,982937,629202,--,353735,-25935,327800,78383,249417,--,--,249417,6376,--,255793,249417,--,--,255793,--,--,3.13
2013/04,3584,介面光電,8440496,8085191,355305,--,--,355305,854359,--,-499054,131488,-367566,20850,-388416,--,--,-388416,29712,--,-358704,-388416,--,--,-358704,--,--,-2.96
2013/04,3588,通嘉,1061958,676735,385223,--,--,385223,266254,--,118969,25246,144215,31112,113103,--,--,113103,-171,--,112932,113103,--,--,112932,--,--,2.51
2013/04,3591,艾笛森,2735952,2364010,371942,--,--,371942,440763,--,-68821,-162361,-231182,19582,-250764,--,--,-250764,112110,--,-138654,-162271,--,-88493,-50302,--,-88352,-1.42
2013/04,3593,力銘,223653,305954,-82301,--,--,-82301,212957,--,-295258,-162504,-457762,7018,-464780,--,--,-464780,36521,--,-428259,-464780,--,0,-428259,--,0,-4.12
2013/04,3596,智易科技,17015101,14591725,2423376,--,--,2423376,1801075,--,622301,189875,812176,159749,652427,--,--,652427,6654,--,659081,591180,--,61247,596386,--,62695,4.15
2013/04,3598,奕力,9628256,8321046,1307210,--,--,1307210,1069774,--,237436,26672,264108,50291,213817,--,--,213817,48,--,213865,213817,--,--,213865,--,--,3.00
2013/04,3605,宏致,3988188,2851807,1136381,--,--,1136381,945580,--,190801,60102,250903,58549,192354,--,--,192354,241734,--,434088,192354,--,--,434088,--,--,1.56
2013/04,3607,谷崧,8056946,6834789,1222157,--,--,1222157,672754,22657,572060,9310,581370,125528,455842,--,--,455842,271103,--,726945,417100,--,38742,656961,--,69984,3.57
2013/04,3617,碩天科技,4911627,2879580,2032047,--,--,2032047,1595456,--,436591,45099,481690,69643,412047,--,--,412047,29505,--,441552,424635,--,-12588,453469,--,-11917,5.36
2013/04,3622,洋華,8269675,7706723,562952,--,--,562952,1210452,--,-647500,-803968,-1451468,-89239,-1362229,-273647,--,-1635876,183117,--,-1452759,-1627463,--,-8413,-1444346,--,-8413,-10.76
2013/04,3645,達邁,967341,738792,228549,--,--,228549,124884,--,103665,14145,117810,24755,93055,--,--,93055,-363,--,92692,99357,--,-6302,98994,--,-6302,0.85
2013/04,3653,健策,3552253,2679528,872725,--,--,872725,509639,--,363086,-21817,341269,51955,289314,--,--,289314,39711,--,329025,289314,--,--,329025,--,--,2.73
2013/04,3661,F- 世芯,2583563,1825700,757863,--,--,757863,571805,--,186058,-33883,152175,39051,113124,--,--,113124,36517,--,149641,113124,--,--,149641,--,--,2.10
2013/04,3665,F-貿聯,7111881,5153962,1957919,--,--,1957919,1181542,--,776377,-55810,720567,156998,563569,--,--,563569,165548,--,729117,563569,--,--,729117,--,--,7.28
2013/04,3669,圓展,1648644,779339,869305,--,--,869305,875490,--,-6185,17244,11059,58713,-47654,--,--,-47654,4734,--,-42920,-47654,--,--,-42920,--,--,-0.50
2013/04,3673,F-TPK,159067439,138136906,20930533,--,--,20930533,10939363,--,9991170,-1086987,8904183,1289616,7614567,--,--,7614567,1084711,--,8699278,7188503,--,426064,8244305,--,454973,21.90
2013/04,3679,新至陞,4899886,4123733,776153,--,--,776153,434346,--,341807,32812,374619,93171,281448,--,--,281448,190911,--,472359,281448,--,--,472359,--,--,3.50
2013/04,3682,亞太電信,20125362,13152463,6972899,--,--,6972899,5104273,--,1868626,-13164,1855462,12686,1842776,0,--,1842776,1933,--,1844709,1842776,--,--,1844709,--,--,0.56
2013/04,3686,達能,1011473,1595734,-584261,--,--,-584261,82864,--,-667125,-73079,-740204,-115936,-624268,--,--,-624268,-211,--,-624479,--,--,--,--,--,--,-2.41
2013/04,3694,海華科技,6405244,5555092,850152,--,--,850152,1137499,--,-287347,18512,-268835,-10067,-258768,--,--,-258768,59398,--,-199370,-258768,--,--,-199370,--,--,-1.99
2013/04,3698,隆達,13751666,12005060,1746606,--,--,1746606,1212364,--,534242,550654,1084896,137087,947809,--,--,947809,38606,--,986415,979563,--,-31754,1018216,--,-31801,1.91
2013/04,3701,大眾投控,12818676,11753768,1064908,--,--,1064908,1694444,--,-629536,20453,-609083,24866,-633949,--,--,-633949,332860,--,-301089,-396943,--,-237006,-217055,--,-84034,-1.24
2013/04,3702,大聯大,406256031,387717718,18538313,--,--,18538313,12248905,--,6289408,-483023,5806385,1046653,4759732,--,--,4759732,1057428,--,5817160,4756306,--,3426,5812296,--,4864,2.87
2013/04,3703,欣陸投控,17982464,16034508,1947956,--,--,1947956,1024565,--,923391,201597,1124988,186379,938609,--,--,938609,379473,--,1318082,920401,--,18208,1300336,--,17746,1.09
2013/04,3704,合勤控,17434116,13385695,4048421,--,--,4048421,3893498,--,154923,309419,464342,117100,347242,--,--,347242,103799,--,451041,344147,--,3095,451830,--,-789,0.72
2013/04,3705,永信,5061661,2759575,2302086,--,--,2302086,1692729,--,609357,145644,755001,136180,618821,--,--,618821,-105020,--,513801,618969,--,-148,507689,--,6112,2.44
2013/04,3706,神達,11896934,10139940,1756994,--,--,1756994,1886825,--,-129831,774675,644844,74048,570796,--,--,570796,171708,--,742504,571287,--,-491,742995,--,-491,0.78
2013/04,4104,佳醫,5740961,4586187,1154774,61762,62638,1155650,846997,--,308653,106048,414701,88296,326405,--,--,326405,237971,--,564376,299942,--,26463,493798,--,70578,2.66
2013/04,4106,雃博,2016971,1165974,850997,--,--,850997,668632,--,182365,21192,203557,57328,146229,--,--,146229,55670,--,201899,133466,--,12763,178365,--,23534,1.60
2013/04,4108,懷特,144988,146379,-1391,0,0,-1391,238964,--,-240355,48116,-192239,24,-192263,--,--,-192263,-73068,--,-265331,-182964,--,-9299,-256032,--,-9299,-1.12
2013/04,4119,旭富製藥,1292734,895753,396981,--,--,396981,191122,--,205859,-12079,193780,33842,159938,--,--,159938,3016,--,162954,159938,--,--,162954,--,--,2.78
2013/04,4133,亞諾法,463699,227511,236188,--,--,236188,156921,--,79267,9228,88495,15599,72896,--,--,72896,521,--,73417,--,--,--,--,--,--,1.22
2013/04,4137,F-麗豐,2701472,583234,2118238,--,--,2118238,1306812,--,811426,55531,866957,173729,693228,--,--,693228,60780,--,754008,693228,--,--,754008,--,--,10.25
2013/04,4141,F - 龍燈,8657546,5361158,3296388,--,--,3296388,2616545,0,679843,-257687,422156,78080,344076,--,--,344076,114911,--,458987,344076,0,0,458987,0,0,2.70
2013/04,4142,國光生技,414093,661521,-247428,--,--,-247428,399060,--,-646488,-18311,-664799,-64346,-600453,--,--,-600453,23218,--,-577235,--,--,--,--,--,--,-3.25
2013/04,4144,F-康聯,1856764,859172,997592,--,--,997592,766706,--,230886,251340,482226,89722,392504,--,--,392504,439143,--,831647,355190,--,37314,787999,--,43648,5.06
2013/04,4164,承業醫,2062991,1424042,638949,--,--,638949,242625,--,396324,-18838,377486,85815,291671,--,--,291671,17516,--,309187,296862,--,-5191,314378,--,-5191,2.42
2013/04,4190,F-佐登,1543398,447255,1096143,--,--,1096143,695753,--,400390,7579,407969,140765,267204,--,--,267204,33321,--,300525,70362,196842,--,105361,195164,--,5.43
2013/04,4306,炎洲,19618480,16900091,2718389,--,--,2718389,1639515,--,1078874,91968,1170842,184672,986170,--,--,986170,357923,--,1344093,740914,--,245256,993028,--,351065,1.68
2013/04,4414,如興,2942660,2514852,427808,--,--,427808,303772,--,124036,-33791,90245,400,89845,--,--,89845,11899,--,101744,89845,--,--,101744,--,--,1.32
2013/04,4426,利勤實業,1194375,769487,424888,--,--,424888,196272,--,228616,5447,234063,38412,195651,--,--,195651,-1209,--,194442,195651,--,--,194442,--,--,2.82
2013/04,4526,東台,7606700,5827347,1779353,--,--,1779353,1417645,--,361708,114870,476578,106402,370176,--,--,370176,92747,--,462923,284428,--,85748,377110,--,85813,1.23
2013/04,4532,瑞智精密,16473387,13757595,2715792,--,--,2715792,1208512,--,1507280,51461,1558741,501251,1057490,--,--,1057490,373663,--,1431153,916351,--,141139,1252377,--,178776,2.02
2013/04,4536,拓凱,6047619,4401741,1645878,--,--,1645878,973136,--,672742,149336,822078,235834,586244,0,--,586244,160443,--,746687,529340,--,56904,678128,--,68559,6.31
2013/04,4545,銘鈺,2367738,1682245,685493,--,--,685493,414718,--,270775,24598,295373,57166,238207,--,--,238207,450,--,238657,238207,--,0,238657,0,--,4.25
2013/04,4551,智伸科,2381783,1785648,596135,--,--,596135,322711,--,273424,12972,286396,95371,191025,--,--,191025,61603,--,252628,191025,--,--,252628,--,--,2.80
2013/04,4555,台灣氣立,1115172,453700,661472,--,--,661472,215449,0,446023,30017,476040,123341,352699,--,--,352699,45660,--,398359,352699,--,--,398359,--,--,6.03
2013/04,4557,F-永新,1246140,848907,397233,--,--,397233,181394,--,215839,-11324,204515,52277,152238,--,--,152238,22371,--,174609,144258,--,7980,166137,--,8472,5.51
2013/04,4720,德淵企業,2126619,1653652,472967,6,--,472961,401931,--,71030,6131,77161,25171,51990,--,--,51990,38138,--,90128,50886,--,1104,82532,--,7596,0.68
2013/04,4722,國精化學,4858179,4303531,554648,--,--,554648,402223,--,152425,31394,183819,43781,140038,--,--,140038,46456,--,186494,140038,--,--,186494,--,--,1.63
2013/04,4725,信昌化,22579541,22786314,-206773,--,--,-206773,512646,--,-719419,-48234,-767653,-114440,-653213,--,--,-653213,239418,--,-413795,--,--,--,--,--,--,-2.24
2013/04,4733,上緯企業,3531425,2802517,728908,--,--,728908,464499,--,264409,11567,275976,52067,223909,--,--,223909,54672,--,278581,227989,--,-4080,282661,--,-4080,3.18
