年,季,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2016,01,1726,永記造漆,7424803,2160004,9584807,1013855,401511,1415366,1620000,109005,6403814,36622,0,8169441,--,--,0,8169441,0,0,0,                 50.43
2016,01,1727,中華化學,1023635,1173727,2197362,735327,21338,756665,1102500,9324,317912,1006,0,1430742,--,--,9955,1440697,0,0,0,                 12.98
2016,01,1729,必翔實業,3352694,1637579,4990273,1040754,65227,1105981,1854142,877154,40159,20057,-28532,2762980,--,--,1121312,3884292,0,0,990000,                 14.98
2016,01,1730,花仙子,1294995,611552,1906547,394477,218970,613447,569812,99067,438316,22405,0,1129600,0,--,163500,1293100,0,0,0,                 19.82
2016,01,1731,美吾華,1313061,1240899,2553960,599805,207619,807424,1329152,209231,198328,9825,--,1746536,--,--,--,1746536,0,--,0,                 13.14
2016,01,1732,毛寶,323773,233807,557580,92117,26499,118616,424439,2690,13188,-1353,--,438964,--,--,--,438964,0,0,0,                 10.34
2016,01,1733,五鼎,1680499,1106488,2786987,414902,373105,788007,992874,230350,775898,-510,--,1998612,--,--,368,1998980,0,--,0,                 20.13
2016,01,1734,杏輝藥品,2181007,4029385,6210392,993195,1337427,2330622,1612712,1199760,336157,36914,--,3185543,--,--,694227,3879770,0,--,0,                 19.75
2016,01,1735,日勝化,1883285,864104,2747389,1169231,100182,1269413,993880,98017,360255,25824,0,1477976,--,--,0,1477976,0,--,0,                 14.87
2016,01,1736,喬山健康,16288736,4925836,21214572,11144061,1281755,12425816,3040166,54921,5858575,-140186,-29715,8783761,--,--,4995,8788756,0,--,542000,                 28.94
2016,01,1737,臺鹽,2484561,4429330,6913891,410097,567781,977878,2000000,2488261,1459242,-11490,--,5936013,--,--,--,5936013,0,--,0,                 29.68
2016,01,1762,中化合成,851125,2014264,2865389,615104,371225,986329,775600,334323,746320,-5249,--,1850994,--,--,28066,1879060,0,--,0,                 23.87
2016,01,1773,勝一化工,2267427,2715968,4983395,671513,141472,812985,1500000,101228,2549989,19193,--,4170410,--,--,--,4170410,0,0,0,                 27.80
2016,01,1776,展宇,1227262,841931,2069193,488135,347091,835226,613762,9487,454270,8415,--,1085934,--,--,148033,1233967,0,0,0,                 17.69
2016,01,1783,和康生技,648540,478507,1127047,58589,274046,332635,708470,184359,-74535,-479,-23403,794412,--,--,--,794412,0,0,975000,                 11.37
2016,01,1786,科妍,660259,584808,1245067,94244,202767,297011,535000,482118,56896,-152,-125806,948056,--,--,--,948056,0,0,1900000,                 18.37
2016,01,1789,台灣神隆,6146745,6344300,12491045,2374152,89802,2463954,7310829,1268177,1383447,64638,--,10027091,--,--,--,10027091,0,0,0,                 13.72
2016,01,1802,台玻,25355146,68893413,94248559,35997418,11972743,47970161,25080608,749440,15807738,1342933,--,42980719,--,--,3297679,46278398,0,0,0,                 17.14
2016,01,1805,寶徠,1360184,118320,1478504,566339,53710,620049,802654,51614,4187,0,0,858455,--,--,0,858455,0,--,0,                 10.70
2016,01,1806,冠軍,5796888,7024838,12821726,3614892,1934730,5549622,4373351,147735,1988230,788054,-25266,7272104,--,--,0,7272104,0,0,3553000,                 16.76
2016,01,1808,潤隆,15397308,2527017,17924325,9525986,3167147,12693133,2332185,1502863,1286725,109419,--,--,--,--,--,5231192,0,0,0,                 22.43
2016,01,1809,中釉,3611735,2071007,5682742,894602,340178,1234780,1898204,127981,1478972,92234,0,3597391,0,--,850571,4447962,0,--,0,                 18.95
2016,01,1810,和成,4772648,6238213,11010861,3634006,1813171,5447177,3698536,13079,1313439,448951,-16582,5457423,--,--,106261,5563684,0,0,1733812,                 14.83
2016,01,1817,凱撒衛浴,972204,868126,1840330,239755,71053,310808,726000,277452,600870,-74807,--,1529515,--,--,7,1529522,0,--,0,                 21.07
2016,01,1902,台紙,3588463,5815560,9404023,1368845,1742364,3111209,4020005,1089391,881231,-21958,--,5968669,--,--,324145,6292814,0,--,0,                 14.85
2016,01,1903,士紙,791987,5786882,6578869,1815043,1605753,3420796,2600391,0,532740,24942,0,3158073,0,--,0,3158073,0,--,0,                 12.14
2016,01,1904,正隆,21373157,36395640,57768797,16676423,17975109,34651532,11082745,1314022,7349739,97543,--,19844049,--,--,3273216,23117265,0,--,0,                 17.91
2016,01,1905,華紙,13416277,17301517,30717794,7696469,4024302,11720771,11028353,28635,4585062,798255,--,16440305,--,--,2556718,18997023,0,--,0,                 14.91
2016,01,1906,寶隆,391178,4251902,4643080,1367831,412393,1780224,1510000,194928,573718,417833,-6962,2689517,--,--,173339,2862856,0,--,1188937,                 17.95
2016,01,1907,永豐餘,39689709,73663563,113353272,36278667,32483957,68762624,16603715,690018,12603934,4927070,--,34824737,--,--,9765911,44590648,0,--,0,                 20.97
2016,01,1909,榮成,14870093,36292677,51162770,19102892,15987002,35089894,8371133,1399172,4563279,660925,-27254,14967255,--,--,1105621,16072876,0,--,2810000,                 17.94
2016,01,2002,中鋼,121649161,549292999,670942160,140036094,209483772,349519866,157731290,37626562,100125866,7652722,-8576842,294559598,--,--,26862696,321422294,0,--,318007000,                 19.06
2016,01,2006,東和鋼鐵,13535409,23051931,36587340,10001125,3167761,13168886,9982215,6245869,6832818,281933,0,23342835,0,--,75619,23418454,0,0,0,                 23.38
2016,01,2007,燁興公司,2346342,12484200,14830542,2234103,8945997,11180100,6306516,6110,-2667636,3686,0,3648676,--,--,1766,3650442,0,0,0,                  5.79
2016,01,2008,高興昌,1532892,3900252,5433144,1884574,267668,2152242,2723423,114301,1031838,-345572,-243088,--,--,--,--,3280902,0,--,24400000,                 13.23
2016,01,2009,第一伸銅,1861823,2806987,4668810,1458671,281968,1740639,3596222,4619,350116,-1022786,--,--,--,--,--,2928171,0,0,0,                  8.14
2016,01,2010,春源鋼鐵,9268359,6681343,15949702,2916773,1641284,4558057,6476554,159848,3847366,228735,0,10712503,--,--,679142,11391645,0,--,0,                 16.54
2016,01,2012,春雨,6868470,4074696,10943166,5753486,1096884,6850370,2877740,44263,686104,192101,-288910,3511298,--,--,581498,4092796,0,0,23830450,                 13.30
2016,01,2013,中鋼構,10872920,3997543,14870463,10032076,514265,10546341,2000000,1202828,1178027,79429,-136162,4324122,--,--,0,4324122,0,0,6804767,                 22.38
2016,01,2014,中鴻,6422075,24133243,30555318,14338695,8944457,23283152,14355444,903,-6397975,-686206,--,7272166,--,--,--,7272166,0,0,0,                  5.07
2016,01,2015,豐興鋼鐵,8877831,10702306,19580137,2507662,255114,2762776,5815994,447280,10554347,-260,--,16817361,--,--,--,16817361,0,--,0,                 28.92
2016,01,2017,官田鋼,2140944,5512760,7653704,1867799,900678,2768477,3271459,719427,-282872,-2290,-76869,3628855,--,--,1256372,4885227,0,--,6235086,                 11.31
2016,01,2020,美亞鋼管,2921391,2679426,5600817,2303032,287421,2590453,2441261,272427,271562,-151946,0,2833304,--,--,177060,3010364,0,0,0,                 11.61
2016,01,2022,聚亨,4158032,8965455,13123487,4694885,2682336,7377221,5470911,77706,-1499297,307654,0,4356974,--,--,1389292,5746266,0,0,0,                  7.96
2016,01,2023,燁輝,22680585,55612396,78292981,21928433,27294251,49222684,17180905,4678511,3620784,453995,0,25934195,--,--,3136102,29070297,0,0,0,                 15.09
2016,01,2024,志聯工業,824096,1246933,2071029,649186,337484,986670,975000,10438,98921,0,0,--,0,0,--,1084359,0,0,0,                 11.12
2016,01,2025,千興,1095311,1420209,2515520,1387540,17577,1405117,3228341,449535,-2523965,-7724,-35833,1110354,--,--,49,1110403,0,--,41666788,                  3.95
2016,01,2027,大成鋼,35309992,9586025,44896017,10646300,19433136,30079436,8081809,715082,2143172,494652,-647576,10787139,--,--,4029442,14816581,0,0,42835000,                 14.09
2016,01,2028,威致鋼鐵,1042107,4097872,5139979,1242037,3137510,4379547,5428580,46190,-4714338,--,--,--,--,--,--,760432,0,0,0,                  1.40
2016,01,2029,盛餘,5747588,3472796,9220384,816635,457428,1274063,3211800,992084,3643931,63299,0,7911114,--,--,35207,7946321,0,0,0,                 24.63
2016,01,2030,彰源,5427138,4664076,10091214,4305234,2544096,6849330,2865260,473364,-105411,83939,-75268,3241884,--,--,--,3241884,0,--,7755000,                 11.63
2016,01,2031,新光鋼,6213805,4639620,10853425,4730744,1412448,6143192,2766260,1051410,1058434,-194273,--,4681831,--,--,28402,4710233,0,--,0,                 16.92
2016,01,2032,新鋼工業,1163653,845223,2008876,135406,239523,374929,1305215,107011,221539,182,0,--,--,--,--,1633947,0,0,0,                 12.52
2016,01,2033,佳大世界,580405,656260,1236665,302804,13686,316490,806945,17629,92292,3309,0,--,--,--,--,920175,0,0,0,                 11.40
2016,01,2034,允強,6658690,3627736,10286426,2699196,390843,3090039,3701189,1848637,1653281,-6720,--,7196387,--,--,0,7196387,0,--,0,                 19.44
2016,01,2038,海光企業,2285727,3769729,6055456,2095773,1016575,3112348,1726329,268292,557454,0,--,2552075,--,--,391033,2943108,0,0,0,                 14.78
2016,01,2049,上銀科技,13727767,19674512,33402279,10668479,8111349,18779828,2692785,308630,10839964,-88902,--,13752477,--,--,869974,14622451,0,--,0,                 51.07
2016,01,2059,川湖,7880496,1495916,9376412,920126,115412,1035538,952971,796691,6583959,7253,0,8340874,--,--,0,8340874,0,0,0,                 87.52
2016,01,2062,橋椿,3298365,7022809,10321174,2430002,2578354,5008356,1636719,1322522,2189052,164525,--,5312818,--,--,--,5312818,0,--,0,                 32.46
2016,01,2069,運錩,2405397,2554212,4959609,1709331,762771,2472102,1243100,1022213,252614,12040,-42460,2487507,--,--,--,2487507,0,--,2200000,                 20.37
2016,01,2101,南港輪胎,12786938,9695384,22482322,8242692,2235084,10477776,8339349,119042,2553362,992793,0,12004546,--,--,0,12004546,0,--,0,                 14.40
2016,01,2102,泰豐輪胎,5097384,8668250,13765634,1403505,2128539,3532044,4640483,141673,5514499,119970,-183035,10233590,0,--,--,10233590,0,0,13485890,                 22.71
2016,01,2103,台橡,12181966,17310630,29492596,8342469,3197212,11539681,8257099,849,5556346,2380552,--,16194846,--,--,1758069,17952915,0,0,0,                 19.61
2016,01,2104,中橡,16103142,13929469,30032611,8300164,3172329,11472493,5986543,3681784,5416061,2792694,-290088,17586994,--,--,973124,18560118,0,--,11289633,                 29.94
2016,01,2105,正新,56461783,112775558,169237341,35441027,40291590,75732617,32414155,52576,58904656,1331102,--,92702489,--,--,802235,93504724,0,0,0,                 28.60
2016,01,2106,建大,27930160,12523656,40453816,6875102,11602072,18477174,8572800,41,12570668,833103,0,21976612,0,--,30,21976642,0,0,0,                 25.64
2016,01,2107,厚生,10108314,4371782,14480096,2347981,225892,2573873,4904684,528814,6770823,-156483,-140628,11907210,--,--,-987,11906223,0,0,8691000,                 24.72
2016,01,2108,南帝化工,5308076,3307192,8615268,870484,416224,1286708,4253680,--,2774060,100175,--,7127915,--,--,200645,7328560,0,0,0,                 16.76
2016,01,2109,華豐橡膠,4319204,4252011,8571215,1749762,1655684,3405446,3258325,135520,517638,153371,0,4064854,--,--,1100915,5165769,0,0,0,                 12.48
2016,01,2114,鑫永銓,1357310,1234869,2592179,251154,36114,287268,675253,233619,1393535,222,--,2302629,--,--,2282,2304911,0,0,0,                 34.10
2016,01,2115,六暉-KY,2230263,784207,3014470,492477,425015,917492,744947,442724,946428,-37121,--,2096978,--,--,0,2096978,0,0,0,                 28.15
2016,01,2201,裕隆汽車,126098652,89481653,215580305,122370309,11466320,133836629,15729199,6754806,47534301,2267895,-376304,71909897,--,--,9833779,81743676,0,--,11838582,                 46.06
2016,01,2204,中華汽車,22417867,39305182,61723049,6688966,1280855,7969821,13840508,6422187,28844180,1394343,--,50501218,--,--,3252010,53753228,0,--,0,                 36.49
2016,01,2206,三陽工業,21584848,21146852,42731700,13401419,10922046,24323465,8800446,1760497,6840372,-678459,-132816,16590040,--,--,1818195,18408235,0,0,5332452,                 18.97
2016,01,2207,和泰汽車,115946835,53203561,169150396,100608931,19415309,120024240,5461792,263060,35204076,1065824,--,41994752,--,--,7131404,49126156,0,0,0,                 76.89
2016,01,2208,台船公司,12769349,11879182,24648531,8166352,2576725,10743077,7435652,1965,6416428,--,--,13854045,--,--,51409,13905454,0,0,0,                 18.63
2016,01,2227,裕隆日產,15650787,16412184,32062971,7045305,2258826,9304131,3000000,6129405,12615635,1013800,--,22758840,--,--,--,22758840,0,--,0,                 75.86
2016,01,2228,劍麟,2597742,1727868,4325610,558130,231660,789790,755944,1047941,1724899,7036,--,3535820,--,--,--,3535820,0,0,0,                 46.77
2016,01,2231,為升,3112863,1611281,4724144,1473391,275720,1749111,836010,251197,1649348,54709,--,2791264,--,--,183769,2975033,0,0,0,                 33.39
2016,01,2236,百達-KY,1431708,462338,1894046,532040,21432,553472,338670,358164,383408,60266,--,1140508,--,--,200066,1340574,0,0,0,                 33.68
2016,01,2239,英利-KY,8725684,7628060,16353744,6694133,729838,7423971,1100000,6971257,1026055,-167539,--,8929773,0,--,--,8929773,0,0,0,                 81.18
2016,01,2301,光寶科技,140040732,57165920,197206652,99216844,17557012,116773856,23349283,27319878,25074271,2302457,-1248722,76797167,--,--,3635629,80432796,0,--,26708228,                 33.27
2016,01,2302,麗正,425798,1616556,2042354,249196,75046,324242,1663029,9,37470,17604,0,1718112,--,--,0,1718112,0,0,0,                 10.33
2016,01,2303,聯電,101918830,243011868,344930698,41630846,74855515,116486361,127581329,41694495,50910247,10109253,-3825606,226469718,--,--,1974619,228444337,0,--,349892937,                 18.25
2016,01,2305,全友電腦,2148216,1043245,3191461,605467,113943,719410,2056608,0,-12417,445144,-49781,2439554,--,--,32497,2472051,0,0,2934365,                 12.03
2016,01,2308,台達電,129907558,91991037,221898595,69333665,21361021,90694686,25975433,48331520,50017742,1524187,--,125848882,--,--,5355027,131203909,0,0,0,                 48.45
2016,01,2311,日月光,137003171,219487060,356490231,109428938,78323891,187752829,79279129,21956413,60341662,3731923,-7292513,158016614,--,--,10720788,168737402,8700500,--,265883011,                 20.65
2016,01,2312,金寶電子,45720517,36166909,81887426,42770079,12175032,54945111,14581132,448463,2013071,1338593,-1485414,16895845,0,--,10046470,26942315,0,0,110679408,                 12.54
2016,01,2313,華通,25786381,24435561,50221942,15904368,13453955,29358323,11918206,1016898,6472861,1455654,--,20863619,--,--,0,20863619,0,0,0,                 17.51
2016,01,2314,台揚科技,4051106,1654830,5705936,3378991,287665,3666656,4006452,565804,-2595400,62320,--,2039176,--,--,104,2039280,0,0,0,                  5.09
2016,01,2316,楠梓電,9711446,4267841,13979287,2151161,2474143,4625304,2810046,232282,6271015,139565,-98925,9353983,--,--,0,9353983,0,0,1896964,                 33.51
2016,01,2317,鴻海,1588990994,539759650,2128750644,870697655,178822500,1049520155,156382881,83005622,736984397,49901860,-18901,1026255859,--,--,52974630,1079230489,0,0,1685317,                 65.63
2016,01,2321,東訊,2106865,645407,2752272,1954869,285767,2240636,6306652,2836,-5864149,-243396,-13784,188159,--,--,323477,511636,0,--,2821207,                  0.30
2016,01,2323,中環,12304704,20595351,32900055,5963958,3442175,9406133,19952115,6414536,-3213428,127949,-301163,22980009,--,--,513913,23493922,0,0,44206124,                 11.78
2016,01,2324,仁寶電腦,248360406,49729553,298089959,171251778,16214659,187466437,44704866,12830309,53479391,-4610550,-1724739,104679277,--,--,5944245,110623522,0,--,93833431,                 23.92
2016,01,2325,矽品,46930177,75925108,122855285,30483889,19962892,50446781,31163611,15758358,21492956,3993579,--,72408504,--,--,--,72408504,0,--,0,                 23.23
2016,01,2327,國巨,26189447,22249565,48439012,20799836,2169151,22968987,6475497,552663,18363557,-23916,-18241,25349560,--,--,120465,25470025,0,0,343000,                 39.17
2016,01,2328,廣宇,10931018,5401519,16332537,4920065,103954,5024019,5183462,1405063,3060097,295066,-141957,9801731,--,--,1506787,11308518,0,0,10000000,                 19.28
2016,01,2329,華泰電子,5827359,11624229,17451588,9068002,2007002,11075004,8060158,1097,-2060858,228652,0,6229049,0,--,147535,6376584,0,--,0,                  7.73
2016,01,2330,台積電,812491107,914034529,1726525636,235893223,209686337,445579560,259303805,56317375,959075079,5276848,--,1279973107,--,--,972969,1280946076,0,0,0,                 49.36
2016,01,2331,精英,16755314,6916101,23671415,8604390,604014,9208404,5574030,6489280,2136815,150895,--,14351020,--,--,111991,14463011,0,0,0,                 25.75
2016,01,2332,友訊科技,12828823,6835508,19664331,7207830,1598884,8806714,6519961,1910373,2858737,-650706,-186425,10451940,--,--,405677,10857617,0,0,19192000,                 16.52
2016,01,2337,旺宏,17115887,18515744,35631631,8672044,9453661,18125705,36164719,64754,-19193862,622164,-159061,17498714,--,--,7212,17505926,0,687200,3899382,                  4.84
2016,01,2338,光罩,2054850,1742239,3797089,282731,41299,324030,2527136,220924,747740,-25580,-290994,3179226,--,--,293833,3473059,0,0,49778440,                 15.67
2016,01,2340,光磊,7575060,4315976,11891036,2753790,1285602,4039392,5456621,641656,1728860,47653,-26699,7848091,--,--,3553,7851644,0,0,1107276,                 14.41
2016,01,2342,茂矽,1194685,1263268,2457953,1458087,138651,1596738,3722549,3,-2934760,3761,-3,791550,--,--,69665,861215,0,0,86,                  2.13
2016,01,2344,華邦電,26373905,37235652,63609557,12001919,10176516,22178435,35800002,2470292,2862370,-820656,-106387,40205621,--,--,1225501,41431122,0,--,7518364,                 11.25
2016,01,2345,智邦科技,13441558,1427862,14869420,6359221,24753,6383974,5377554,661831,2317478,172287,-50999,8478151,--,--,7295,8485446,0,--,2209867,                 15.83
2016,01,2347,聯強國際,99660048,26735942,126395990,81020221,707018,81727239,15885209,14123049,14128456,-610222,--,43526492,--,--,1142259,44668751,0,0,0,                 27.40
2016,01,2348,海悅,1686747,296980,1983727,509772,354621,864393,856000,0,238197,0,--,1094197,--,--,25137,1119334,0,0,0,                 12.78
2016,01,2349,錸德科技,7942398,21725960,29668358,4976016,5115587,10091603,26129274,707196,-8938569,-255732,-2588828,15053341,--,--,4523414,19576755,0,0,42957903,                  5.86
2016,01,2351,順德,4976673,4811706,9788379,2862555,1666788,4529343,1821453,485271,2647815,31357,--,4985896,--,--,273140,5259036,0,0,0,                 27.37
2016,01,2352,佳世達,50349764,43572343,93922107,48752322,13754095,62506417,19667820,2183406,4059589,1528497,0,27439312,0,--,3976378,31415690,0,--,0,                 13.95
2016,01,2353,宏碁,117268385,38549598,155817983,87223285,3318050,90541335,30854428,36232755,1498006,-396648,-2914856,65273685,--,--,2963,65276648,0,0,46746290,                 21.48
2016,01,2354,鴻準,96644013,19830487,116474500,23931463,795380,24726843,13950240,7375261,65102535,5247837,--,91675873,--,--,71784,91747657,0,0,0,                 65.72
2016,01,2355,敬鵬,15385109,9570944,24956053,7852159,784845,8637004,3974954,1574389,9788841,485835,--,15824019,--,--,495030,16319049,0,0,0,                 39.81
2016,01,2356,英業達,120941355,46812952,167754307,95909222,8083002,103992224,35874751,2912784,16115147,2469224,--,57371906,--,--,6390177,63762083,0,0,0,                 15.99
2016,01,2357,華碩,246156668,79223401,325380069,139568844,11061967,150630811,7427603,4759942,130096017,30303828,--,172587390,--,--,2161868,174749258,0,0,0,                232.36
2016,01,2358,廷鑫,384116,310878,694994,254797,--,254797,850000,16000,-425803,0,--,--,--,--,--,440197,0,0,0,                  5.18
2016,01,2359,所羅門,4410061,1764486,6174547,1169261,27420,1196681,1714711,127016,2689137,32749,-6042,4557571,--,--,420295,4977866,0,0,100432,                 26.59
2016,01,2360,致茂電子,9957422,6581349,16538771,3484609,3182215,6666824,3806312,1342876,4272465,380548,-35714,9766487,--,--,105460,9871947,523600,--,1915579,                 25.85
2016,01,2362,藍天,22753506,98764389,121517895,23198327,50716015,73914342,6831630,1532315,36502524,3347549,-625346,47588672,--,--,14881,47603553,0,0,40447265,                 74.04
2016,01,2363,矽統科技,1356940,6112221,7469161,42328,1703,44031,6135350,33187,-587300,1843893,0,7425130,--,--,0,7425130,0,0,4,                 12.10
2016,01,2364,倫飛電腦,593232,771699,1364931,830101,5953,836054,1901615,3397,-987402,20172,-409026,528756,--,--,121,528877,0,0,6087783,                  2.87
2016,01,2365,昆盈企業,3015110,2789659,5804769,1151082,476814,1627896,3011535,578412,819685,-60614,-257232,4091786,--,--,85087,4176873,0,0,21948000,                 14.66
2016,01,2367,燿華,5951881,12333641,18285522,5086075,3709228,8795303,5559654,3102818,505454,251682,--,9419608,--,--,70611,9490219,0,--,0,                 16.94
2016,01,2368,金像電,12377643,9151231,21528874,10088670,4432193,14520863,5649129,1445337,-220292,327064,-193227,7008011,--,--,0,7008011,0,0,15723750,                 12.76
2016,01,2369,菱生,3789984,5847064,9637048,1571210,1837343,3408553,3801023,1619202,813373,8453,-176415,6065636,--,--,162859,6228495,0,--,5658911,                 16.20
2016,01,2371,大同,93731615,110056138,203787753,117313741,40648043,157961784,23395367,823295,6186045,172583,-806870,29770420,--,--,16055549,45825969,0,--,70931341,                 13.12
2016,01,2373,震旦行,8723998,5642474,14366472,4554871,1239013,5793884,3374322,1640705,3309360,692237,-1353627,7662997,--,--,909591,8572588,0,--,28751997,                 24.83
2016,01,2374,佳能,7969731,5135333,13105064,4326630,100082,4426712,2826777,1559197,4012993,102150,-748,8500369,--,--,177983,8678352,0,--,74800,                 30.08
2016,01,2375,智寶,1359097,1044477,2403574,852718,4816,857534,615183,--,852513,94778,-16434,1546040,--,--,--,1546040,0,--,1154000,                 25.61
2016,01,2376,技嘉,28081813,5304604,33386417,9785266,541779,10327045,6290629,4601581,11941714,210840,--,23044764,--,--,14608,23059372,0,--,0,                 36.63
2016,01,2377,微星科技,38321589,6130709,44452298,17402973,285637,17688610,8448562,2920142,14997584,397400,0,26763688,--,--,0,26763688,0,0,0,                 31.68
2016,01,2379,瑞昱,36917218,9855877,46773095,23453768,877083,24330851,5049513,4405169,11519582,1458371,--,22432635,--,--,9609,22442244,0,0,0,                 44.43
2016,01,2380,虹光精密,2221998,1574411,3796409,484848,205970,690818,2128109,801686,46162,153705,-24859,3104803,--,--,788,3105591,0,0,2490078,                 14.76
2016,01,2382,廣達,489965217,58757166,548722383,383659047,22114162,405773209,38626274,14042566,88447528,-5143060,-333094,135640214,0,--,7308960,142949174,0,0,8108885,                 35.19
2016,01,2383,台光電子,12516910,5140029,17656939,5724037,1712617,7436654,3181231,437176,6174073,416020,--,10208500,--,--,11785,10220285,0,--,0,                 32.09
2016,01,2385,群光電子,33272073,23012980,56285053,27161802,2718584,29880386,7038101,4088222,13025559,-1364607,-311277,22475998,--,--,3928669,26404667,0,0,36808346,                 33.70
2016,01,2387,精元電腦,9794505,4519224,14313729,5054571,154388,5208959,3133454,6342,5002602,310723,-179934,8273187,--,--,831583,9104770,0,0,12116414,                 27.46
2016,01,2388,威盛電子,3671625,5527882,9199507,4197955,2312227,6510182,4933034,0,-2567263,106706,--,2472477,--,--,216848,2689325,0,0,0,                  5.01
2016,01,2390,云辰,1364849,1966903,3331752,562693,59148,621841,2153033,363989,253321,-31037,-42829,2696477,--,--,13434,2709911,0,--,1731000,                 12.63
2016,01,2392,正崴,33390298,35210581,68600879,29771728,10052104,39823832,5123269,9406386,9321028,1372216,--,25222899,--,--,3554148,28777047,0,0,0,                 49.23
2016,01,2393,億光電子,23280004,13125676,36405680,13253789,4842149,18095938,4373121,9041957,5189830,-819262,0,17785646,--,--,524096,18309742,0,0,0,                 40.67
2016,01,2395,研華,18882253,16390590,35272843,9099550,1248838,10348388,6318531,5654091,12369515,439950,--,24782087,--,--,142368,24924455,0,0,0,                 39.22
2016,01,2397,友通資訊,3217453,868842,4086295,812447,85361,897808,1148399,791214,1281580,-27359,-5349,3188485,--,--,2,3188487,0,--,151000,                 27.80
2016,01,2399,映泰,2547781,554856,3102637,720852,71748,792600,1781000,91712,439446,-2121,--,2310037,--,--,--,2310037,0,--,0,                 12.97
2016,01,2401,凌陽科技,8364249,6685881,15050130,2704946,1253355,3958301,5919949,897317,2446963,163247,-63401,9364075,--,--,1727754,11091829,0,--,3559996,                 15.91
2016,01,2402,毅嘉科技,6287223,3943700,10230923,1615805,1949095,3564900,3409341,2400884,1047997,347496,-539695,6666023,--,--,--,6666023,0,--,28114000,                 21.31
2016,01,2404,漢唐,14271898,2702947,16974845,10112787,315581,10428368,2382334,606300,3606968,-74697,-2628,6518277,--,--,28200,6546477,0,0,141615,                 27.38
2016,01,2405,浩鑫,3963160,759810,4722970,963416,67954,1031370,3482273,236492,-46832,131790,-87196,3716527,--,--,-24927,3691600,0,--,8800000,                 10.95
2016,01,2406,國碩科技,13954481,8515880,22470361,7462889,4459312,11922201,3388970,2699996,354527,283151,--,6726644,--,--,3821516,10548160,6800900,0,0,                 19.85
2016,01,2408,南亞科,32433499,85117448,117550947,30435988,18758318,49194306,27485658,16263491,24840375,2105,-347533,68244096,--,--,112545,68356641,0,0,687558,                 24.84
2016,01,2409,友達,143299028,264189027,407488055,130190998,79939527,210130525,96242451,60336171,14929977,3963269,--,175471868,--,--,21885662,197357530,0,0,0,                 18.23
2016,01,2412,中華電,84110831,372107243,456218074,54053314,15172797,69226111,77574465,168543121,134468896,69387,--,380655869,--,--,6336094,386991963,0,--,0,                 49.07
2016,01,2413,環科,2589547,2065314,4654861,1599786,986968,2586754,1273592,369225,196940,227506,--,2067263,--,--,844,2068107,0,--,0,                 16.23
2016,01,2414,精技電腦,4175753,1293276,5469029,2309898,102480,2412378,1617358,309755,652551,529,--,2580193,--,--,476458,3056651,0,--,0,                 15.95
2016,01,2415,錩新,2331790,1394768,3726558,1865999,116955,1982954,910774,213579,383961,59001,0,1567315,--,--,176289,1743604,0,--,0,                 17.21
2016,01,2417,圓剛,2543691,2299509,4843200,549099,26146,575245,1928923,555483,463382,18467,0,2966255,0,--,1301700,4267955,0,0,0,                 15.38
2016,01,2419,仲琦,5846916,1365338,7212254,3228138,383227,3611365,2262684,529973,391194,21062,0,3204913,--,--,395976,3600889,0,0,0,                 14.16
2016,01,2420,新巨,2697214,3660768,6357982,1702222,1676722,3378944,1526487,135455,1273472,5941,0,2941355,0,--,37683,2979038,0,0,0,                 19.27
2016,01,2421,建準電機,4850795,2045185,6895980,2634695,175105,2809800,2509297,365706,1098147,76370,0,4049520,--,--,36660,4086180,0,--,0,                 16.14
2016,01,2423,固緯,1716956,1305564,3022520,555480,317244,872724,1381402,4047,671418,85418,0,2142285,--,--,7511,2149796,0,0,0,                 15.51
2016,01,2424,隴華電子,391061,103094,494155,3323,6,3329,300000,--,182926,7900,--,490826,--,--,--,490826,0,0,0,                 16.36
2016,01,2425,承啟,2646043,176387,2822430,1034772,1297,1036069,1092488,--,688682,5191,--,1786361,--,--,--,1786361,0,0,0,                 16.35
2016,01,2426,鼎元,3115660,1875960,4991620,1182989,143947,1326936,2927834,261034,465187,-33535,--,3620520,--,--,44164,3664684,0,--,0,                 12.37
2016,01,2427,三商電腦,2296030,1277278,3573308,1347467,120798,1468265,1873145,94758,64910,85054,-24234,2093633,--,--,11410,2105043,0,0,3000000,                 11.36
2016,01,2428,興勤電子,4750964,1700264,6451228,1188314,431849,1620163,1281127,348263,2815482,235288,0,4680160,--,--,150905,4831065,0,0,0,                 36.53
2016,01,2429,銘旺科,446102,742279,1188381,676005,146651,822656,368000,61071,-80905,--,--,348166,--,--,17559,365725,0,--,0,                  9.46
2016,01,2430,燦坤實業,4702981,5103935,9806916,4698806,457862,5156668,1674631,1258307,1831607,-75711,-44707,4644127,--,--,6121,4650248,0,0,2000000,                 28.07
2016,01,2431,聯昌電子,2036551,740729,2777280,1072723,37641,1110364,1109270,187070,351904,18672,--,1666916,--,--,--,1666916,0,0,0,                 15.03
